CompanyCode,Ano,  Investimentos em Capital Fixo,(Subtotal),Ajuste de Capital de Participação Mútua (-),Ajustes:,Amortização e Quotas de Exaustão,Ativo Fiscal Diferido,Ativos Circulantes,Ativos Imobilizados,Ativos Intangíveis,Ativos Não Circulantes,Ativos Não Circulantes Mantidos para Venda,Ativos de Direito de Uso,Aumento/Diminuição Líquido de Caixa e Equivalentes de Caixa Antes do Efeito das Diferenças de Conversão de Moeda Estrangeira,Caixa Gerado por Atividades Principais (+),Caixa e Equivalentes de Caixa,Caixa no Final do Período,Capital Social Integralizado,Contas a Pagar,Contas a Receber,Custo dos Produtos/Serviços Vendidos (-),Despesas Financeiras,Despesas Financeiras (Não Operacionais) (-),Despesas Gerais e Administrativas (-),Despesas de Amortização,Despesas de Atividades de Investimento (-),"Despesas de Marketing, Vendas e Distribuição (-)",Despesas de Pesquisa e Desenvolvimento (-),Diferenças de Conversão de Moeda Estrangeira,Dívidas Financeiras,Efeito das Diferenças de Conversão de Moeda Estrangeira sobre o Caixa e Equivalentes de Caixa,Estoques,Fluxo de Caixa Livre,Fluxo de Caixa Líquido das Atividades Operacionais,Fluxo de Caixa das Atividades de Financiamento,Fluxo de Caixa das Atividades de Investimento,Fluxo de Caixa de Outras Atividades Operacionais,Fluxo de Caixa de Outras Atividades de Financiamento,Fluxo de Caixa de Outras Atividades de Investimento,Fundos de Reavaliação / Valorização,Goodwill,Imóveis de Investimento,Indenização por Antiguidade,Investimentos Avaliados pelo Método da Equivalência Patrimonial,Investimentos Financeiros,LUCRO (PREJUÍZO) DO PERÍODO,LUCRO BRUTO (PREJUÍZO),LUCRO OPERACIONAL (PREJUÍZO),LUCRO/PREJUÍZO LÍQUIDO DO PERÍODO DAS OPERAÇÕES CONTINUADAS,Lucro (Prejuízo) do Período Após Imposto das Operações Descontinuadas,Lucro Antes dos Ajustes,Lucro Bruto (Prejuízo) de Atividades Comerciais,Lucro Operacional Antes das Mudanças no Capital de Giro (+),Lucro por Ação,Lucro por Ação Diluído,Lucro por Ação Diluído de Operações Continuadas,Lucro por Ação de Operações Continuadas,Lucro/Prejuízo Líquido do Período,Lucro/Prejuízo Operacional Antes das Despesas Financeiras,Lucro/Prejuízo Operacional Líquido,Lucros/Prejuízos Acumulados,Mudança nas Provisões,Mudanças no Capital de Giro,Obrigações Fiscais sobre o Lucro do Período,Outras Despesas Operacionais (-),Outras Dívidas,Outras Obrigações Financeiras,Outras Receitas Operacionais,Outras Receitas e Despesas Antes do Imposto,Outras Receitas/Despesas,Outros Ativos Circulantes,Outros Ativos Não Circulantes,Outros Itens do Patrimônio Líquido,Outros Passivos Circulantes,Outros Passivos Não Circulantes,Outros Recebíveis,Pagamento de Dividendos,Participação nos Lucros/Prejuízos de Investimentos Avaliados pelo Método da Equivalência Patrimonial,Participações da Controladora,Participações de Não Controladores,Passivo Fiscal Diferido,Passivos Circulantes,Passivos Não Circulantes,Passivos de Contratos com Clientes,Patrimônio Líquido,Patrimônio Líquido Atribuível aos Acionistas da Controladora,Posição Cambial Líquida,Posição Cambial Líquida (Incluindo Hedge),Posição Líquida (Ativo/Passivo) Monetária em Moeda Estrangeira,Provisões de Longo Prazo,Provisões para Benefícios a Empregados,Provisões para Dívidas,Receita (Despesa) de Imposto Diferido,Receita (Despesa) de Imposto das Operações Continuadas,Receita (Despesa) de Imposto do Período,Receita de Vendas,Receitas Diferidas (Exceto Passivos de Contratos com Clientes),Receitas Financeiras (Não Operacionais),Receitas de Atividades de Investimento,Reservas Restritas Separadas do Lucro,Reservas de Capital de Emissão de Ações,TOTAL DE ATIVOS,TOTAL DO PASSIVO E PATRIMÔNICO LÍQUIDO,Valores de Caixa no Início do Período,Variação nas Dívidas Financeiras,Variação no Caixa e Equivalentes,Vendas Domésticas,Vendas Internacionais
ADEL,2008,,27018810.5,0.0,,,0.0,45582654.0,14716940.0,59884.0,15170747.0,0.0,,,,12278966.0,,7875000.0,658880.0,1732209.5,-36969117.0,-4467984.0,-4467984.0,-9045449.0,1438882.0,,-9038311.0,0.0,0.0,1732469.5,,13475416.0,,,,,,,,0.0,0.0,0.0,23657.0,0.0,137640.0,13716498.0,37818695.0,20780514.0,13716498.0,0.0,,37818695.0,,2.0,0.0,0.0,0.0,13716499.0,,19734935.0,11483129.0,,,0.0,-1030166.0,597917.5,0.0,2075745.0,0.0,,2870280.0,60072.0,13374985.0,2404738.0,0.0,38364.0,,0.0,13716498.0,0.0,240032.0,8454967.0,2891157.0,,49407277.0,49407277.0,-1977267.0,,,0.0,2651125.0,71695.0,165930.0,-3107222.0,-3273152.0,74787812.0,,511190.0,,2957664.0,0.0,60753401.0,60753401.0,,,,87260709.0,4865016.0
ADEL,2009,,27018810.5,0.0,,,0.0,45582654.0,14716940.0,59884.0,15170747.0,0.0,,,,12278966.0,,7875000.0,658880.0,1732209.5,-36969117.0,-4467984.0,-4467984.0,-9045449.0,1438882.0,,-9038311.0,0.0,0.0,1732469.5,,13475416.0,,,,,,,,0.0,0.0,0.0,23657.0,0.0,137640.0,13716498.0,37818695.0,20780514.0,13716498.0,0.0,,37818695.0,,2.0,0.0,0.0,0.0,13716499.0,,19734935.0,11483129.0,,,0.0,-1030166.0,597917.5,0.0,2075745.0,0.0,,2870280.0,60072.0,13374985.0,2404738.0,0.0,38364.0,,0.0,13716498.0,0.0,240032.0,8454967.0,2891157.0,,49407277.0,49407277.0,-1977267.0,,,0.0,2651125.0,71695.0,165930.0,-3107222.0,-3273152.0,74787812.0,,511190.0,,2957664.0,0.0,60753401.0,60753401.0,,,,87260709.0,4865016.0
ADEL,2010,,33872750.5,0.0,,,0.0,58621451.0,13861696.0,125804.0,14424814.0,0.0,,,,23356948.0,,7875000.0,738391.0,2596836.0,-45050840.0,-2562968.0,-2562968.0,-7589462.0,1403045.0,,-11953725.0,0.0,0.0,1451071.5,,12923503.0,,,,,,,,0.0,0.0,0.0,480984.0,0.0,116992.5,16600678.0,42738773.0,22939135.0,16600678.0,0.0,,42738773.0,,2.0,0.0,0.0,2.0,16600678.0,,23195586.0,18320837.0,,,0.0,-1076721.0,545239.0,0.0,820270.0,0.0,,4188201.0,48000.0,13374985.0,3582952.0,90805.0,95476.5,,0.0,16600678.0,0.0,0.0,9124050.0,3021037.0,,60901178.0,60901178.0,-2000179.0,,,0.0,2930232.0,71695.0,149227.0,-4197093.0,-4346320.0,87789613.0,,421604.0,,4729678.0,0.0,73046265.0,73046265.0,,,,104427004.0,5399918.0
ADEL,2011,,43914250.0,0.0,,,113998.0,75550839.0,14762743.0,145293.0,15481001.0,0.0,,,,32365348.0,,7875000.0,1148007.5,4467178.5,-56331016.0,-2482437.0,-2482437.0,-9018396.0,1475577.0,,-15879110.0,-7870.0,0.0,1881790.0,,13891455.5,,,,,,,,0.0,0.0,0.0,824494.0,0.0,116992.5,21735688.0,55053355.0,28733473.0,21735688.0,0.0,,55053355.0,,3.0,0.0,0.0,0.0,21735688.0,,30147979.0,26853310.0,,,0.0,-1717388.0,615901.0,0.0,302882.0,0.0,,6437733.0,36000.0,13374985.0,4914569.0,0.0,109736.0,,0.0,21735688.0,0.0,0.0,12277661.0,3465092.0,,75289087.0,75289087.0,3124046.0,,,0.0,3465092.0,71695.0,204803.0,-5483481.0,-5688284.0,111384371.0,,968133.0,,5450104.0,0.0,91031840.0,91031840.0,,,,132355741.0,6157158.0
ADEL,2012,,54610053.0,0.0,,,346418.0,93484162.0,16136254.0,175550.0,17855965.0,0.0,,,,9840553.0,,7875000.0,1307174.5,8249453.0,-68996586.0,-4188750.0,-4188750.0,-10401230.0,1708557.0,,-19440111.0,-3306.0,-62985.0,2152682.5,,27333673.5,,,,,,,,0.0,0.0,0.0,790181.0,854486.0,116992.5,25964758.0,67126458.0,35366213.0,25964758.0,0.0,,67126458.0,,3.0,0.0,0.0,0.0,25964758.0,,37281811.0,37985711.0,,,0.0,-2016454.0,1263056.0,0.0,100856.0,0.0,,11848639.0,109272.0,13374985.0,6218423.0,0.0,314358.5,,0.0,25964758.0,0.0,0.0,15735944.0,4088511.0,,91515672.0,91515672.0,2308966.0,,,0.0,4088511.0,71695.0,232420.0,-6586621.0,-6819041.0,136123044.0,,1373916.0,,6378203.0,0.0,111340127.0,111340127.0,,,,162911678.0,7611179.0
ADEL,2013,,101469569.0,0.0,,,1888925.0,162536159.0,30524973.0,2232857.0,44533706.0,0.0,,,,38699751.0,,7875000.0,4800750.0,11382544.5,-96103392.0,-5540038.0,-5540038.0,-18422568.0,3615455.0,,-30321101.0,0.0,332040.0,22185758.5,,38095176.0,,,,,,,,0.0,0.0,0.0,928517.0,747661.0,116992.5,49662101.0,89996516.0,40011410.0,49662101.0,0.0,,89996516.0,,6.0,0.0,0.0,0.0,49662101.0,,41252847.0,63339658.0,,,0.0,-2019985.0,1170112.0,0.0,778548.0,21771581.0,,24083366.0,8905305.0,12979390.0,1500480.0,0.0,398800.5,,-1402363.0,49662101.0,0.0,0.0,40402979.0,23872084.0,,142794802.0,142794802.0,-6075832.0,-6075832.0,-6075832.0,5056283.0,0.0,1405059.0,1390301.0,-6318951.0,-7709252.0,186099908.0,,1140462.0,,8606613.0,0.0,207069865.0,207069865.0,,,,224920805.0,10014415.0
ADEL,2014,,101469569.0,0.0,,,1888925.0,162536159.0,30524973.0,2232857.0,44533706.0,0.0,,,,38699751.0,,7875000.0,4800750.0,11382544.5,-96103392.0,-5540038.0,-5540038.0,-18422568.0,3615455.0,,-30321101.0,0.0,332040.0,22185758.5,,38095176.0,,,,,,,,0.0,0.0,0.0,928517.0,747661.0,116992.5,49662101.0,89996516.0,40011410.0,49662101.0,0.0,,89996516.0,,6.0,0.0,0.0,0.0,49662101.0,,41252847.0,63339658.0,,,0.0,-2019985.0,1170112.0,0.0,778548.0,21771581.0,,24083366.0,8905305.0,12979390.0,1500480.0,0.0,398800.5,,-1402363.0,49662101.0,0.0,0.0,40402979.0,23872084.0,,142794802.0,142794802.0,-6075832.0,-6075832.0,-6075832.0,5056283.0,0.0,1405059.0,1390301.0,-6318951.0,-7709252.0,186099908.0,,1140462.0,,8606613.0,0.0,207069865.0,207069865.0,,,,224920805.0,10014415.0
ADEL,2015,,215710035.0,0.0,,,1443779.0,263405572.0,110536560.0,3965439.0,116350523.0,0.0,,,,63113002.0,,7875000.0,9243637.5,20807566.5,-134540648.0,-28096595.0,-28096595.0,-21608490.0,7898581.0,,-48648321.0,0.0,-1906955.0,69823822.5,,60122054.0,,,,,,,,0.0,0.0,0.0,716105.0,0.0,116992.5,71501290.0,117074041.0,43013678.0,71501290.0,0.0,,117074041.0,,3.0,0.0,0.0,3.0,71501290.0,,46817230.0,76680968.0,,,0.0,-5298230.0,1696597.0,0.0,1494678.0,54617413.0,,37664397.0,170760.0,12599591.0,4746235.0,0.0,384466.0,,0.0,71501290.0,0.0,0.0,168014498.0,5994980.0,,205746617.0,205746617.0,9260813.0,9260813.0,9260813.0,5994980.0,0.0,1740149.0,-14578.0,-7613323.0,-7598745.0,251614689.0,,9580117.0,,38996723.0,0.0,379756095.0,379756095.0,,,,305577325.0,13073993.0
ADEL,2016,-9080000.0,141167500.0,0.0,41367000.0,11383000.0,598000.0,196786000.0,107899000.0,4172000.0,114645000.0,0.0,,-43809000.0,78013000.0,11046000.0,11046000.0,23625000.0,6354000.0,26461500.0,-142851000.0,-25598000.0,-25598000.0,-21348000.0,11383000.0,-145000.0,-53127000.0,0.0,-774000.0,43094000.0,0.0,53915000.0,63241000.0,71923000.0,-107050000.0,-8682000.0,-6090000.0,-14021000.0,398000.0,0.0,0.0,0.0,725102.0,1294000.0,117000.0,18857000.0,129437000.0,52473000.0,18857000.0,0.0,18857000.0,129437000.0,60224000.0,1.0,1.0,1.0,1.0,18857000.0,,54962000.0,68886000.0,1170000.0,17789000.0,0.0,-6472000.0,2220500.0,0.0,3983000.0,-128000.0,28814000.0,24188000.0,448000.0,567000.0,4154000.0,0.0,399500.0,-30004000.0,161000.0,18857000.0,0.0,0.0,85549000.0,30391000.0,,195491000.0,195491000.0,4304000.0,4304000.0,4304000.0,6604000.0,0.0,1845000.0,-907000.0,-9710000.0,-8803000.0,272288000.0,,1659000.0,17000.0,84330000.0,0.0,311431000.0,311431000.0,54855000.0,-63025000.0,-43809000.0,330089489.0,14049993.0
ADEL,2017,-12689000.0,185323500.0,0.0,46003000.0,12001000.0,508000.0,241316000.0,109575000.0,3122000.0,114928000.0,0.0,,9281000.0,57450000.0,20327000.0,20327000.0,23625000.0,13105000.0,37555500.0,-176818000.0,-24571000.0,-24571000.0,-23332000.0,12001000.0,-65000.0,-62326000.0,0.0,-667000.0,50863000.0,0.0,56556500.0,35064000.0,47532000.0,-25783000.0,-12468000.0,-9918000.0,-24958000.0,221000.0,0.0,0.0,0.0,1297000.0,667000.0,117000.0,26870000.0,145579000.0,57036000.0,26870000.0,0.0,26870000.0,145579000.0,72873000.0,1.0,1.0,1.0,1.0,26870000.0,,59921000.0,69150000.0,1526000.0,-15423000.0,0.0,-4768000.0,1812000.0,0.0,1883000.0,-62000.0,32476000.0,31449000.0,822000.0,508000.0,10757000.0,0.0,658000.0,-17010000.0,-734000.0,26870000.0,0.0,0.0,129331000.0,21514000.0,,205399000.0,205399000.0,18759000.0,18759000.0,18759000.0,6705000.0,0.0,1823000.0,-105000.0,-6872000.0,-6767000.0,322397000.0,,2073000.0,3000.0,85913000.0,0.0,356244000.0,356244000.0,11046000.0,16185000.0,9281000.0,385646000.0,19159000.0
ADEL,2018,-18186000.0,303751500.0,0.0,80055000.0,13305000.0,4135000.0,341287000.0,111082000.0,6860000.0,124745000.0,0.0,0.0,38827000.0,27063000.0,59155000.0,59155000.0,23625000.0,12057500.0,38897000.0,-210841000.0,-49319000.0,-49319000.0,-29799000.0,13305000.0,-52000.0,-72721000.0,0.0,-581000.0,110070500.0,0.0,79189500.0,-9996000.0,7683000.0,48823000.0,-17679000.0,-19380000.0,-41353000.0,507000.0,0.0,0.0,0.0,3296000.0,0.0,117000.0,13830000.0,174274000.0,66571000.0,13830000.0,0.0,13830000.0,174274000.0,93885000.0,1.0,1.0,1.0,1.0,13830000.0,66182000.0,71754000.0,93523000.0,5149000.0,-66822000.0,0.0,-9904000.0,1709500.0,0.0,4721000.0,364000.0,61601000.0,44142000.0,2434000.0,-8026000.0,19815000.0,0.0,908500.0,-22000000.0,-753000.0,13830000.0,0.0,0.0,266216000.0,11035000.0,0.0,188781000.0,188781000.0,9418000.0,115688000.0,9418000.0,6367000.0,0.0,3394000.0,1220000.0,-7527000.0,-8747000.0,385115000.0,0.0,4494000.0,416000.0,66410000.0,0.0,466032000.0,466032000.0,20328000.0,112176000.0,38827000.0,456783000.0,30872000.0
ADEL,2019,-7530000.0,214171000.0,0.0,84456000.0,15701000.0,4651000.0,261640000.0,105340000.0,8273000.0,127881000.0,0.0,6904000.0,-45734000.0,99535000.0,13421000.0,13421000.0,23625000.0,11165500.0,41009000.0,-195290000.0,-69762000.0,-69762000.0,-32191000.0,15701000.0,-4000.0,-64314000.0,-1492000.0,-1129000.0,88485000.0,0.0,68693500.0,91051000.0,105210000.0,-136785000.0,-14159000.0,5675000.0,-80061000.0,-6629000.0,0.0,0.0,0.0,2945000.0,0.0,117000.0,-14673000.0,151824000.0,50880000.0,-14673000.0,0.0,-14673000.0,151824000.0,69783000.0,-1.0,0.0,0.0,0.0,-14673000.0,47959000.0,53827000.0,85460000.0,2792000.0,29752000.0,0.0,-8163000.0,457500.0,0.0,5216000.0,3160000.0,65963000.0,28361000.0,2479000.0,1643000.0,14550000.0,0.0,226500.0,-20010000.0,-6081000.0,-14673000.0,0.0,0.0,166702000.0,59600000.0,0.0,163219000.0,163219000.0,11446000.0,65983000.0,11446000.0,8558000.0,0.0,2978000.0,3243000.0,3243000.0,0.0,347114000.0,0.0,3887000.0,3164000.0,68293000.0,0.0,389521000.0,389521000.0,59155000.0,-36714000.0,-45734000.0,435577000.0,21463000.0
ADEL,2020,-8756000.0,461635500.0,0.0,53665000.0,17162000.0,3966000.0,513831000.0,100774000.0,7988000.0,120588000.0,0.0,5371000.0,265794000.0,95786000.0,279347000.0,279215000.0,23625000.0,19168000.0,29748000.0,-242358000.0,-38827000.0,-38827000.0,-35070000.0,17162000.0,-1000.0,-74414000.0,-2176000.0,-1455000.0,197127000.0,0.0,69875500.0,81275000.0,90521000.0,184519000.0,-9246000.0,-5265000.0,-30363000.0,-490000.0,0.0,0.0,0.0,2206000.0,0.0,117000.0,1915000.0,148789000.0,34800000.0,1915000.0,0.0,1915000.0,148789000.0,55580000.0,0.0,0.0,0.0,0.0,1915000.0,35022000.0,37129000.0,55332000.0,3592000.0,40206000.0,0.0,-8262000.0,8703500.0,0.0,5933000.0,386000.0,32911000.0,34677000.0,2255000.0,65972000.0,25071000.0,191000.0,280000.0,0.0,-164000.0,1915000.0,0.0,0.0,409440000.0,79590000.0,0.0,145389000.0,145389000.0,29497000.0,66200000.0,29497000.0,9726000.0,0.0,4045000.0,-1810000.0,-1810000.0,0.0,391147000.0,0.0,7530000.0,387000.0,0.0,0.0,634419000.0,634419000.0,13421000.0,214882000.0,265794000.0,484025000.0,23656000.0
ADEL,2021,-15102000.0,570361500.0,0.0,71193000.0,16687000.0,1221000.0,592411000.0,99115000.0,11749000.0,115846000.0,0.0,2223000.0,61331000.0,32470000.0,342560000.0,340546000.0,23625000.0,17947500.0,46284500.0,-332290000.0,-65465000.0,-65465000.0,-39383000.0,16687000.0,-5000.0,-73567000.0,-1334000.0,-1455000.0,256344500.0,0.0,56984000.0,25901000.0,41003000.0,35430000.0,-15102000.0,8533000.0,-46493000.0,0.0,0.0,0.0,0.0,5597000.0,0.0,117000.0,-12698000.0,153865000.0,37150000.0,-12698000.0,0.0,-12698000.0,153865000.0,58495000.0,-1.0,0.0,0.0,0.0,-12698000.0,37772000.0,39581000.0,78436000.0,5271000.0,-26025000.0,0.0,-6497000.0,665500.0,0.0,4066000.0,622000.0,49235000.0,41206000.0,1304000.0,10802000.0,6714000.0,0.0,1054000.0,-30004000.0,0.0,-12698000.0,0.0,0.0,548312000.0,28680000.0,0.0,131265000.0,131265000.0,22241000.0,123011000.0,22241000.0,14573000.0,0.0,3316000.0,1121000.0,1078000.0,-43000.0,486155000.0,1237000.0,13917000.0,627000.0,32555000.0,0.0,708257000.0,708257000.0,279215000.0,111927000.0,61331000.0,541627000.0,30065000.0
ADEL,2022,-43735000.0,1079160000.0,0.0,30206000.0,100532000.0,0.0,1156436000.0,625391000.0,46682000.0,749680000.0,0.0,69338000.0,-182316000.0,149364000.0,481745000.0,479253000.0,23625000.0,47631500.0,46489000.0,-1253242000.0,-103816000.0,-103816000.0,-145648000.0,100532000.0,-137000.0,-282259000.0,-10152000.0,-3938000.0,438583500.0,-260198000.0,246530000.0,60985000.0,104720000.0,-243301000.0,-43735000.0,-44644000.0,-197754000.0,0.0,0.0,0.0,0.0,33591000.0,0.0,31500.0,-19427000.0,421880000.0,-7164000.0,-19427000.0,0.0,-19427000.0,421880000.0,10779000.0,-1.0,0.0,0.0,0.0,-19427000.0,-6465000.0,-16179000.0,127565000.0,44621000.0,138585000.0,819000.0,-24121000.0,1303500.0,0.0,33136000.0,699000.0,-114947000.0,85611000.0,8206000.0,370041000.0,53911000.0,0.0,1521000.0,-26645000.0,0.0,-19427000.0,0.0,102471000.0,1001884000.0,211548000.0,0.0,692684000.0,692684000.0,94773000.0,398249000.0,94773000.0,62512000.0,0.0,8202000.0,-6657000.0,-7476000.0,-819000.0,1675122000.0,5240000.0,98330000.0,836000.0,194818000.0,0.0,1906116000.0,1906116000.0,921767000.0,-18902000.0,-442514000.0,1962486000.0,125404000.0
ADEL,2023,-46167000.0,2338141000.0,0.0,3807000.0,157488000.0,34797000.0,2639716000.0,804473000.0,114055000.0,1159167000.0,0.0,194595000.0,722428000.0,704141000.0,1146378000.0,1129109000.0,23625000.0,100800500.0,85511500.0,-1740926000.0,-232894000.0,-232894000.0,-410976000.0,157488000.0,-234000.0,-575010000.0,-17878000.0,-5686000.0,803251000.0,0.0,444398500.0,308989000.0,356774000.0,413439000.0,-47785000.0,-347367000.0,-343531000.0,-1618000.0,0.0,0.0,0.0,34905000.0,0.0,95267500.0,629443000.0,1524573000.0,556600000.0,629443000.0,0.0,629443000.0,1524573000.0,633250000.0,27.0,27.0,27.0,27.0,629443000.0,555499000.0,520709000.0,123742000.0,50791000.0,70891000.0,0.0,-70369000.0,286000.0,0.0,106260000.0,517000.0,231903000.0,233446000.0,9574000.0,547610000.0,89260000.0,13891000.0,5605000.0,-28589000.0,-1618000.0,629443000.0,0.0,0.0,2036566000.0,158510000.0,0.0,1603807000.0,1603807000.0,114824000.0,658857000.0,114824000.0,41711000.0,0.0,12366000.0,184311000.0,-8422000.0,-192733000.0,3265499000.0,114586500.0,315260000.0,751000.0,285073000.0,0.0,3798883000.0,3798883000.0,691941000.0,785559000.0,722428000.0,3974588000.0,225569000.0
ADEL,2024,-65284000.0,1309562500.0,0.0,437051000.0,165746000.0,0.0,1792338000.0,789892000.0,88710000.0,1049595000.0,0.0,153126000.0,-191575000.0,416704000.0,659335000.0,658516000.0,259875000.0,66481500.0,65603000.0,-1324068000.0,-464202000.0,-464202000.0,-433542000.0,165746000.0,-46116000.0,-581457000.0,-18964000.0,0.0,503812000.0,0.0,394717000.0,307628000.0,372912000.0,-499203000.0,-65284000.0,-43792000.0,-149745000.0,0.0,0.0,0.0,0.0,20802000.0,0.0,652500.0,18644000.0,1387911000.0,323385000.0,18644000.0,0.0,18644000.0,1387911000.0,455695000.0,0.0,0.0,0.0,0.0,18644000.0,278327000.0,353948000.0,554502000.0,40148000.0,-38991000.0,0.0,-49905000.0,1914500.0,0.0,19342000.0,-45058000.0,465559000.0,210838000.0,16562000.0,314728000.0,108685000.0,2315000.0,762500.0,-182419000.0,0.0,18644000.0,0.0,23960000.0,826787000.0,566060000.0,0.0,1449086000.0,1449086000.0,48054000.0,188947000.0,48054000.0,33401000.0,0.0,19017000.0,-57633000.0,-57633000.0,0.0,2711979000.0,30526500.0,262152000.0,1058000.0,301337000.0,0.0,2841933000.0,2841933000.0,1129109000.0,-167039000.0,-191575000.0,3684202000.0,125989000.0
AEFES,2008,,1593375500.0,0.0,,,38096000.0,1775000000.0,1996781000.0,341186000.0,3348529000.0,0.0,,,,690175000.0,,450000000.0,101749000.0,210607000.0,-1860707000.0,0.0,-454313000.0,-306890000.0,243494000.0,,-913028000.0,0.0,19791000.0,914513000.0,,245318000.0,,,,,,,,811000.0,866506000.0,0.0,5403000.0,54911000.0,13064500.0,288670000.0,1808210000.0,627515000.0,288670000.0,0.0,,1808210000.0,,1.0,0.0,0.0,0.0,309678000.0,,588292000.0,1226330000.0,,,9881000.0,-43174000.0,138720000.0,0.0,82397000.0,0.0,,160510000.0,25885000.0,63583000.0,206575000.0,5015000.0,5750000.0,,-5654000.0,309678000.0,170248500.0,27875000.0,1411751000.0,1196127000.0,,2515651000.0,2154146000.0,-858236000.0,,,0.0,30333000.0,18235000.0,29267000.0,-66305000.0,-95572000.0,3668917000.0,,187427000.0,,83953000.0,0.0,5123529000.0,5123529000.0,,,,2100952000.0,1567965000.0
AEFES,2009,,1593375500.0,0.0,,,38096000.0,1775000000.0,1996781000.0,341186000.0,3348529000.0,0.0,,,,690175000.0,,450000000.0,101749000.0,210607000.0,-1860707000.0,0.0,-454313000.0,-306890000.0,243494000.0,,-913028000.0,0.0,19791000.0,914513000.0,,245318000.0,,,,,,,,811000.0,866506000.0,0.0,5403000.0,54911000.0,13064500.0,288670000.0,1808210000.0,627515000.0,288670000.0,0.0,,1808210000.0,,1.0,0.0,0.0,0.0,309678000.0,,588292000.0,1226330000.0,,,9881000.0,-43174000.0,138720000.0,0.0,82397000.0,0.0,,160510000.0,25885000.0,63583000.0,206575000.0,5015000.0,5750000.0,,-5654000.0,309678000.0,170248500.0,27875000.0,1411751000.0,1196127000.0,,2515651000.0,2154146000.0,-858236000.0,,,0.0,30333000.0,18235000.0,29267000.0,-66305000.0,-95572000.0,3668917000.0,,187427000.0,,83953000.0,0.0,5123529000.0,5123529000.0,,,,2100952000.0,1567965000.0
AEFES,2010,,1772651500.0,0.0,,,46871000.0,2056660000.0,1981611000.0,357016000.0,3373381000.0,0.0,,,,1053256000.0,,450000000.0,117439500.0,210769500.0,-1907934000.0,-468383000.0,-468383000.0,-322094000.0,265557000.0,,-928050000.0,0.0,-18016000.0,928692500.0,,206194500.0,,,,,,,,17339000.0,855570000.0,0.0,9082000.0,45356000.0,30652500.0,422272000.0,1903133000.0,647981000.0,422272000.0,0.0,,1903133000.0,,1.0,0.0,0.0,0.0,422588000.0,,652989000.0,1378290000.0,,,16507000.0,-46478000.0,164464000.0,0.0,41470000.0,0.0,,142445000.0,45912000.0,68499000.0,65289000.0,98613000.0,3385500.0,,-10925000.0,422588000.0,153472500.0,33780000.0,1488643000.0,1207220000.0,,2734178000.0,2426917000.0,-1000325000.0,,,0.0,40148000.0,20334000.0,5778000.0,-121482000.0,-127260000.0,3811067000.0,,375081000.0,,108217000.0,0.0,5430041000.0,5430041000.0,,,,2193184000.0,1617883000.0
AEFES,2011,,1949006000.0,0.0,,,40008000.0,2140817000.0,2043794000.0,361889000.0,3448014000.0,0.0,,,,939324000.0,,450000000.0,126666000.0,259125500.0,-2051348000.0,-261464000.0,-261464000.0,-353951000.0,301031000.0,,-1060488000.0,0.0,-4085000.0,882248000.0,,233932000.0,,,,,,,,19569000.0,871079000.0,0.0,12487000.0,21441000.0,46289000.0,518441000.0,2117445000.0,693624000.0,518441000.0,0.0,,2117445000.0,,1.0,0.0,0.0,0.0,503640000.0,,703006000.0,1601674000.0,,,15292000.0,-34404000.0,217606000.0,0.0,25022000.0,0.0,,152369000.0,69478000.0,57847000.0,177936000.0,9702000.0,4622000.0,,-17910000.0,503640000.0,31359500.0,42843000.0,1757195000.0,1016631000.0,,2815005000.0,2767087000.0,-937494000.0,,,0.0,51337000.0,23676000.0,-12265000.0,-140111000.0,-127846000.0,4168793000.0,,244302000.0,,138442000.0,0.0,5588831000.0,5588831000.0,,,,2361655000.0,1807138000.0
AEFES,2012,,1978295000.0,0.0,,,62425000.0,2328000000.0,2525511000.0,447045000.0,4092709000.0,0.0,,,,917629000.0,,450000000.0,153784500.0,289214000.0,-2479550000.0,-374040000.0,-374040000.0,-414838000.0,335607000.0,,-1262777000.0,0.0,289853000.0,1049738500.0,,273113500.0,,,,,,,,7822000.0,912645000.0,0.0,10353000.0,18447000.0,23891000.0,359472000.0,2281716000.0,605120000.0,359472000.0,0.0,,2281716000.0,,1.0,0.0,0.0,0.0,341175000.0,,604101000.0,1820229000.0,,,9415000.0,-42055000.0,254255000.0,0.0,43074000.0,0.0,,246237000.0,93389000.0,57847000.0,145154000.0,9341000.0,9243500.0,,-6785000.0,341175000.0,40628000.0,52290000.0,1628590000.0,1585239000.0,,3206880000.0,3143921000.0,-1106974000.0,,,0.0,54033000.0,28040000.0,11967000.0,-105509000.0,-117476000.0,4761266000.0,,240686000.0,,176995000.0,0.0,6420709000.0,6420709000.0,,,,2625332000.0,2135934000.0
